rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
1998,2005-06-17 11:24:57.000,2005-06-26 09:48:57.000,SLONE,2,Woodridge,VOYAGE LEGALLY,6,0.99,28.99,PG-13
1999,2005-06-17 11:30:08.000,2005-06-23 08:36:08.000,OWENS,2,Woodridge,SLUMS DUCK,5,0.99,21.99,PG
2000,2005-06-17 11:32:30.000,2005-06-22 13:37:30.000,SPENCER,1,Lethbridge,BILL OTHERS,6,2.99,12.99,PG
2001,2005-06-17 11:35:09.000,2005-06-21 14:52:09.000,VARGAS,2,Woodridge,IDENTITY LOVER,4,2.99,12.99,PG-13
2002,2005-06-17 11:39:58.000,2005-06-24 15:41:58.000,TROUTMAN,2,Woodridge,LOATHING LEGALLY,4,0.99,29.99,R
2003,2005-06-17 11:40:35.000,2005-06-19 08:30:35.000,RAPP,1,Lethbridge,GAMES BOWFINGER,7,4.99,17.99,PG-13
2004,2005-06-17 11:43:38.000,2005-06-24 08:05:38.000,WAGNER,2,Woodridge,EXPENDABLE STALLION,3,0.99,14.99,PG
2005,2005-06-17 11:44:54.000,2005-06-19 10:53:54.000,FULLER,2,Woodridge,TRAP GUYS,3,4.99,11.99,G
2006,2005-06-17 11:47:03.000,2005-06-19 13:47:03.000,BANKS,2,Woodridge,DEER VIRGINIAN,7,2.99,13.99,NC-17
2007,2005-06-17 11:47:17.000,2005-06-21 07:19:17.000,BURLESON,2,Woodridge,DRACULA CRYSTAL,7,0.99,26.99,G
2008,2005-06-17 11:48:05.000,2005-06-25 13:16:05.000,CROMWELL,1,Lethbridge,IGBY MAKER,7,4.99,12.99,NC-17
2009,2005-06-17 11:48:31.000,2005-06-18 09:34:31.000,MARSHALL,2,Woodridge,HELLFIGHTERS SIERRA,3,2.99,23.99,PG
2010,2005-06-17 11:54:15.000,2005-06-21 05:55:15.000,WAGGONER,1,Lethbridge,NIGHTMARE CHILL,3,4.99,25.99,PG
2011,2005-06-17 11:56:09.000,2005-06-24 06:47:09.000,FRALEY,2,Woodridge,CLUB GRAFFITI,4,0.99,12.99,PG-13
2012,2005-06-17 11:57:15.000,2005-06-24 17:18:15.000,PERRY,1,Lethbridge,SHAWSHANK BUBBLE,6,4.99,20.99,PG
2013,2005-06-17 12:03:01.000,2005-06-24 10:04:01.000,STEPHENS,2,Woodridge,REAP UNFAITHFUL,6,2.99,26.99,PG-13
2014,2005-06-17 12:03:28.000,2005-06-25 16:00:28.000,JORDON,2,Woodridge,PACIFIC AMISTAD,3,0.99,27.99,G
2015,2005-06-17 12:16:29.000,2005-06-18 14:40:29.000,VU,1,Lethbridge,SPICE SORORITY,5,4.99,22.99,NC-17
2016,2005-06-17 12:18:36.000,2005-06-20 12:13:36.000,CASTRO,1,Lethbridge,UPTOWN YOUNG,5,2.99,16.99,PG
2017,2005-06-17 12:33:30.000,2005-06-19 10:08:30.000,NOE,1,Lethbridge,FIGHT JAWBREAKER,3,0.99,13.99,R
2018,2005-06-17 12:35:58.000,2005-06-26 13:16:58.000,BRINSON,1,Lethbridge,ENDING CROWDS,6,0.99,10.99,NC-17
2019,2005-06-17 12:38:44.000,2005-06-23 17:38:44.000,HERZOG,2,Woodridge,KNOCK WARLOCK,4,2.99,21.99,PG-13
2020,2005-06-17 12:39:50.000,2005-06-19 14:59:50.000,STEPP,2,Woodridge,HIGHBALL POTTER,6,0.99,10.99,R
2021,2005-06-17 12:41:18.000,2005-06-23 17:17:18.000,WEINER,1,Lethbridge,NONE SPIKING,3,0.99,18.99,NC-17
2022,2005-06-17 12:44:39.000,2005-06-25 12:32:39.000,EMMONS,2,Woodridge,PELICAN COMFORTS,4,4.99,17.99,PG
2023,2005-06-17 12:52:58.000,2005-06-23 11:07:58.000,MATTHEWS,2,Woodridge,CONEHEADS SMOOCHY,7,4.99,12.99,NC-17
2024,2005-06-17 13:00:51.000,2005-06-22 07:03:51.000,WAGGONER,1,Lethbridge,MASKED BUBBLE,6,0.99,12.99,PG-13
2025,2005-06-17 13:04:00.000,2005-06-18 18:45:00.000,BOWENS,1,Lethbridge,EAGLES PANKY,4,4.99,14.99,NC-17
2026,2005-06-17 13:05:38.000,2005-06-21 17:19:38.000,MATTOX,2,Woodridge,SLEEPLESS MONSOON,5,4.99,12.99,G
2027,2005-06-17 13:06:56.000,2005-06-23 13:46:56.000,TERRY,2,Woodridge,VELVET TERMINATOR,3,4.99,14.99,R
2028,2005-06-17 13:08:08.000,2005-06-23 10:54:08.000,KNIGHT,1,Lethbridge,WIFE TURN,3,4.99,27.99,NC-17
2029,2005-06-17 13:10:59.000,2005-06-19 18:15:59.000,VINES,2,Woodridge,DAISY MENAGERIE,5,4.99,9.99,G
2030,2005-06-17 13:13:27.000,2005-06-19 10:44:27.000,GAVIN,1,Lethbridge,TAXI KICK,4,0.99,23.99,PG-13
2031,2005-06-17 13:14:03.000,2005-06-25 10:06:03.000,CROMWELL,2,Woodridge,VACATION BOONDOCK,4,2.99,23.99,R
2032,2005-06-17 13:24:07.000,2005-06-18 18:18:07.000,CURLEY,2,Woodridge,BRANNIGAN SUNRISE,4,4.99,27.99,PG
2033,2005-06-17 13:24:43.000,2005-06-20 12:34:43.000,WASHINGTON,2,Woodridge,ALAMO VIDEOTAPE,6,0.99,16.99,G
2034,2005-06-17 13:27:16.000,2005-06-22 08:53:16.000,STANFIELD,2,Woodridge,FORRESTER COMANCHEROS,7,4.99,22.99,NC-17
2035,2005-06-17 13:45:09.000,2005-06-26 15:30:09.000,STONE,1,Lethbridge,WAIT CIDER,3,0.99,9.99,PG-13
2036,2005-06-17 13:46:52.000,2005-06-18 15:42:52.000,TALBERT,1,Lethbridge,AMELIE HELLFIGHTERS,4,4.99,23.99,R
2037,2005-06-17 13:54:20.000,2005-06-20 14:49:20.000,GRIGSBY,1,Lethbridge,MAUDE MOD,6,0.99,20.99,R
2038,2005-06-17 14:00:51.000,2005-06-19 11:54:51.000,WARREN,1,Lethbridge,UNBREAKABLE KARATE,3,0.99,16.99,G
2039,2005-06-17 14:03:43.000,2005-06-24 09:21:43.000,ROYAL,1,Lethbridge,FORWARD TEMPLE,6,2.99,25.99,NC-17
2040,2005-06-17 14:18:37.000,2005-06-22 19:08:37.000,VARGAS,1,Lethbridge,BALLOON HOMEWARD,5,2.99,10.99,NC-17
2041,2005-06-17 14:19:00.000,2005-06-26 08:38:00.000,QUINTANILLA,2,Woodridge,COMMAND DARLING,5,4.99,28.99,PG-13
2042,2005-06-17 14:31:02.000,2005-06-18 14:43:02.000,PERRY,2,Woodridge,PIRATES ROXANNE,4,0.99,20.99,PG
2043,2005-06-17 14:31:12.000,2005-06-19 11:04:12.000,JONES,2,Woodridge,MAGIC MALLRATS,3,0.99,19.99,PG
2044,2005-06-17 14:37:57.000,2005-06-22 17:15:57.000,VU,2,Woodridge,LOLA AGENT,4,4.99,24.99,PG
2045,2005-06-17 14:38:11.000,2005-06-26 13:44:11.000,GAMEZ,1,Lethbridge,CARRIE BUNCH,7,0.99,11.99,PG
2046,2005-06-17 14:39:50.000,2005-06-24 16:02:50.000,HURTADO,2,Woodridge,CROOKED FROGMEN,6,0.99,27.99,PG-13
2047,2005-06-17 14:40:58.000,2005-06-21 08:52:58.000,FIELDS,2,Woodridge,LESSON CLEOPATRA,3,0.99,28.99,NC-17
2048,2005-06-17 14:55:29.000,2005-06-23 16:29:29.000,GRESHAM,2,Woodridge,HYSTERICAL GRAIL,5,4.99,19.99,PG
2049,2005-06-17 14:58:36.000,2005-06-22 14:53:36.000,LANE,2,Woodridge,DISTURBING SCARFACE,6,2.99,27.99,R
2050,2005-06-17 15:07:30.000,2005-06-18 14:43:30.000,CHRISTENSON,1,Lethbridge,HOMICIDE PEACH,6,2.99,21.99,PG-13
2051,2005-06-17 15:10:16.000,2005-06-19 20:45:16.000,GREENE,2,Woodridge,LEGALLY SECRETARY,7,4.99,14.99,PG
2052,2005-06-17 15:14:43.000,2005-06-21 11:08:43.000,WILLIS,2,Woodridge,GOLDMINE TYCOON,6,0.99,20.99,R
2053,2005-06-17 15:19:34.000,2005-06-19 10:06:34.000,SOUTH,2,Woodridge,VALENTINE VANISHING,7,0.99,9.99,PG-13
2054,2005-06-17 15:26:37.000,2005-06-26 14:22:37.000,BATES,2,Woodridge,GANDHI KWAI,7,0.99,9.99,PG-13
2055,2005-06-17 15:27:03.000,2005-06-25 13:44:03.000,MCALISTER,1,Lethbridge,FEATHERS METAL,3,0.99,12.99,PG-13
2056,2005-06-17 15:27:33.000,2005-06-20 13:04:33.000,PEREZ,2,Woodridge,BALLOON HOMEWARD,5,2.99,10.99,NC-17
2057,2005-06-17 15:31:58.000,2005-06-25 09:39:58.000,WEAVER,2,Woodridge,NASH CHOCOLAT,6,2.99,21.99,PG-13
2058,2005-06-17 15:34:41.000,2005-06-25 14:50:41.000,MORGAN,2,Woodridge,EXCITEMENT EVE,3,0.99,20.99,G
2059,2005-06-17 15:36:12.000,2005-06-18 19:01:12.000,ELLIS,1,Lethbridge,CLUELESS BUCKET,4,2.99,13.99,R
2060,2005-06-17 15:42:42.000,2005-06-22 16:39:42.000,COX,1,Lethbridge,FREAKY POCUS,7,2.99,16.99,R
2061,2005-06-17 15:47:00.000,2005-06-24 16:36:00.000,COLE,1,Lethbridge,ZORRO ARK,3,4.99,18.99,NC-17
2062,2005-06-17 15:56:43.000,2005-06-20 21:37:43.000,REED,2,Woodridge,GREEK EVERYONE,7,2.99,11.99,PG
2063,2005-06-17 15:56:53.000,2005-06-21 14:19:53.000,BROWN,2,Woodridge,VIDEOTAPE ARSENIC,4,4.99,10.99,NC-17
2064,2005-06-17 15:57:56.000,2005-06-23 21:04:56.000,TORRES,2,Woodridge,HONEY TIES,3,0.99,29.99,R
2065,2005-06-17 16:03:46.000,2005-06-22 16:41:46.000,HERRERA,2,Woodridge,CORE SUIT,3,2.99,24.99,PG-13
2066,2005-06-17 16:07:08.000,2005-06-24 15:20:08.000,BOWMAN,1,Lethbridge,MASK PEACH,6,2.99,26.99,NC-17
2067,2005-06-17 16:11:08.000,2005-06-22 13:01:08.000,RHODES,2,Woodridge,GRADUATE LORD,7,2.99,14.99,G
2068,2005-06-17 16:11:46.000,2005-06-20 11:28:46.000,SCHILLING,2,Woodridge,UNFORGIVEN ZOOLANDER,7,0.99,15.99,PG
2069,2005-06-17 16:19:39.000,2005-06-26 16:48:39.000,BARBEE,2,Woodridge,MOURNING PURPLE,5,0.99,14.99,PG
2070,2005-06-17 16:27:51.000,2005-06-20 20:46:51.000,LEE,2,Woodridge,METROPOLIS COMA,4,2.99,9.99,PG-13
2071,2005-06-17 16:33:17.000,2005-06-23 21:51:17.000,HITE,2,Woodridge,NORTHWEST POLISH,5,2.99,24.99,PG
2072,2005-06-17 16:33:32.000,2005-06-23 13:22:32.000,BYRD,2,Woodridge,ALONE TRIP,3,0.99,14.99,R
2073,2005-06-17 16:33:59.000,2005-06-19 11:57:59.000,IRBY,2,Woodridge,SEA VIRGIN,4,2.99,24.99,PG
2074,2005-06-17 16:40:03.000,2005-06-20 21:34:03.000,BESS,1,Lethbridge,ALIEN CENTER,5,2.99,10.99,NC-17
2075,2005-06-17 16:40:33.000,2005-06-19 13:55:33.000,COLLAZO,1,Lethbridge,LOLA AGENT,4,4.99,24.99,PG
2076,2005-06-17 16:43:47.000,2005-06-24 11:12:47.000,BISHOP,2,Woodridge,JERK PAYCHECK,3,2.99,13.99,NC-17
2077,2005-06-17 16:46:11.000,2005-06-19 15:10:11.000,FISHER,1,Lethbridge,WITCHES PANIC,6,4.99,10.99,NC-17
2078,2005-06-17 16:48:55.000,2005-06-19 18:01:55.000,HORTON,2,Woodridge,HUNCHBACK IMPOSSIBLE,4,4.99,28.99,PG-13
2079,2005-06-17 16:49:45.000,2005-06-18 18:10:45.000,GANDY,2,Woodridge,STEEL SANTA,4,4.99,15.99,NC-17
2080,2005-06-17 16:59:40.000,2005-06-21 11:28:40.000,BOURQUE,1,Lethbridge,EFFECT GLADIATOR,6,0.99,14.99,PG
2081,2005-06-17 17:05:02.000,2005-06-26 20:26:02.000,CARLSON,1,Lethbridge,DALMATIONS SWEDEN,4,0.99,25.99,PG
2082,2005-06-17 17:13:32.000,2005-06-19 16:16:32.000,SILVA,1,Lethbridge,BREAKING HOME,4,2.99,21.99,PG-13
2083,2005-06-17 17:14:00.000,2005-06-18 18:31:00.000,RUSSELL,1,Lethbridge,LONELY ELEPHANT,3,2.99,12.99,G
2084,2005-06-17 17:17:19.000,2005-06-22 14:57:19.000,SIMMONS,1,Lethbridge,BREAKFAST GOLDFINGER,5,4.99,18.99,G
2085,2005-06-17 17:30:56.000,2005-06-23 12:13:56.000,JOHNSTON,2,Woodridge,JUMPING WRATH,4,0.99,18.99,NC-17
2086,2005-06-17 17:32:07.000,2005-06-21 20:19:07.000,ANDREW,1,Lethbridge,CURTAIN VIDEOTAPE,7,0.99,27.99,PG-13
2087,2005-06-17 17:35:10.000,2005-06-26 13:52:10.000,MEEK,1,Lethbridge,BUCKET BROTHERHOOD,7,4.99,27.99,PG
2088,2005-06-17 17:35:30.000,2005-06-23 20:13:30.000,CABRAL,2,Woodridge,CALENDAR GUNFIGHT,4,4.99,22.99,NC-17
2089,2005-06-17 17:45:09.000,2005-06-25 16:41:09.000,FERGUSON,2,Woodridge,TEEN APOLLO,3,4.99,25.99,G
2090,2005-06-17 18:06:14.000,2005-06-22 23:52:14.000,PETERS,1,Lethbridge,AFFAIR PREJUDICE,5,2.99,26.99,G
2091,2005-06-17 18:09:04.000,2005-06-26 12:11:04.000,VARGAS,1,Lethbridge,TELEGRAPH VOYAGE,3,4.99,20.99,PG
2092,2005-06-17 18:12:16.000,2005-06-25 15:06:16.000,GRUBER,1,Lethbridge,WEREWOLF LOLA,6,4.99,19.99,G
2093,2005-06-17 18:14:08.000,2005-06-26 18:10:08.000,HALL,2,Woodridge,CONNECTICUT TRAMP,4,4.99,20.99,R
2094,2005-06-17 18:18:56.000,2005-06-18 19:36:56.000,GRIGSBY,2,Woodridge,JAWBREAKER BROOKLYN,5,0.99,15.99,PG
2095,2005-06-17 18:21:35.000,2005-06-23 23:49:35.000,WILSON,1,Lethbridge,HIGH ENCINO,3,2.99,23.99,R
2096,2005-06-17 18:33:04.000,2005-06-21 17:29:04.000,FRANCISCO,1,Lethbridge,DOGMA FAMILY,5,4.99,16.99,G
2097,2005-06-17 18:40:04.000,2005-06-23 13:49:04.000,FENNELL,2,Woodridge,CASABLANCA SUPER,6,4.99,22.99,G
2098,2005-06-17 18:42:09.000,2005-06-19 20:40:09.000,JENNINGS,1,Lethbridge,SUMMER SCARFACE,5,0.99,25.99,G
2099,2005-06-17 18:47:26.000,2005-06-24 22:31:26.000,RICE,1,Lethbridge,SINNERS ATLANTIS,7,2.99,19.99,PG-13
2100,2005-06-17 18:53:21.000,2005-06-19 21:49:21.000,SCHILLING,2,Woodridge,JUGGLER HARDLY,4,0.99,14.99,PG-13
2101,2005-06-17 18:57:02.000,2005-06-20 15:38:02.000,WOFFORD,2,Woodridge,INSIDER ARIZONA,5,2.99,17.99,NC-17
2102,2005-06-17 19:05:22.000,2005-06-23 23:21:22.000,TALBERT,1,Lethbridge,KRAMER CHOCOLATE,3,2.99,24.99,R
2103,2005-06-17 19:13:10.000,2005-06-21 21:32:10.000,RICKETTS,1,Lethbridge,FLASH WARS,3,4.99,21.99,NC-17
2104,2005-06-17 19:14:30.000,2005-06-19 16:26:30.000,MORALES,1,Lethbridge,PICKUP DRIVING,3,2.99,23.99,G
2105,2005-06-17 19:15:45.000,2005-06-20 16:00:45.000,MORGAN,2,Woodridge,TIMBERLAND SKY,3,0.99,13.99,G
2106,2005-06-17 19:29:03.000,2005-06-23 18:17:03.000,WARD,2,Woodridge,CHASING FIGHT,7,4.99,21.99,PG
2107,2005-06-17 19:31:16.000,2005-06-18 23:33:16.000,GRAHAM,2,Woodridge,ENCINO ELF,6,0.99,9.99,G
2108,2005-06-17 19:35:26.000,2005-06-25 15:45:26.000,BARCLAY,2,Woodridge,FATAL HAUNTED,6,2.99,24.99,PG
2109,2005-06-17 19:41:42.000,2005-06-25 17:03:42.000,HARKINS,1,Lethbridge,KILLER INNOCENT,7,2.99,11.99,R
2110,2005-06-17 19:45:49.000,2005-06-26 18:59:49.000,SPENCER,2,Woodridge,SHAWSHANK BUBBLE,6,4.99,20.99,PG
2111,2005-06-17 19:47:21.000,2005-06-19 22:46:21.000,PRICE,2,Woodridge,INDEPENDENCE HOTEL,5,0.99,21.99,NC-17
2112,2005-06-17 19:52:42.000,2005-06-25 00:00:42.000,GARCIA,1,Lethbridge,GIANT TROOPERS,5,2.99,10.99,R
2113,2005-06-17 19:57:46.000,2005-06-24 00:22:46.000,RUNYON,1,Lethbridge,FORRESTER COMANCHEROS,7,4.99,22.99,NC-17
2114,2005-06-17 20:00:25.000,2005-06-23 18:51:25.000,MARLOW,1,Lethbridge,SEARCHERS WAIT,3,2.99,22.99,NC-17
2115,2005-06-17 20:02:16.000,2005-06-25 16:56:16.000,CURTIS,2,Woodridge,SADDLE ANTITRUST,7,2.99,10.99,PG-13
2116,2005-06-17 20:16:12.000,2005-06-18 17:03:12.000,LEE,1,Lethbridge,LIAISONS SWEET,5,4.99,15.99,PG
2117,2005-06-17 20:24:00.000,2005-06-23 17:45:00.000,ARNOLD,1,Lethbridge,ACADEMY DINOSAUR,6,0.99,20.99,PG
2118,2005-06-17 20:28:29.000,2005-06-23 22:47:29.000,HAMILTON,1,Lethbridge,EMPIRE MALKOVICH,7,0.99,26.99,G
2119,2005-06-17 20:34:42.000,2005-06-22 00:05:42.000,STILL,2,Woodridge,INCH JET,6,4.99,18.99,NC-17
2120,2005-06-17 20:36:50.000,2005-06-27 01:18:50.000,LANE,2,Woodridge,FOREVER CANDIDATE,7,2.99,28.99,NC-17
2121,2005-06-17 20:38:54.000,2005-06-22 23:06:54.000,DELOACH,1,Lethbridge,ANTHEM LUKE,5,4.99,16.99,PG-13
2122,2005-06-17 20:48:27.000,2005-06-23 00:58:27.000,DAY,2,Woodridge,OSCAR GOLD,7,2.99,29.99,PG
2123,2005-06-17 20:48:30.000,2005-06-18 19:17:30.000,NOLAND,1,Lethbridge,MAGNIFICENT CHITTY,3,2.99,27.99,R
2124,2005-06-17 20:49:14.000,2005-06-23 17:44:14.000,SNYDER,1,Lethbridge,ENCOUNTERS CURTAIN,5,0.99,20.99,NC-17
2125,2005-06-17 20:53:42.000,2005-06-19 01:53:42.000,OLIVARES,2,Woodridge,VARSITY TRIP,7,2.99,14.99,NC-17
2126,2005-06-17 20:54:36.000,2005-06-27 02:16:36.000,HOPKINS,2,Woodridge,VACATION BOONDOCK,4,2.99,23.99,R
2127,2005-06-17 20:54:48.000,2005-06-18 16:28:48.000,RILEY,2,Woodridge,SOUP WISDOM,6,0.99,12.99,R
2128,2005-06-17 20:54:58.000,2005-06-24 00:41:58.000,JOHNSON,1,Lethbridge,BLACKOUT PRIVATE,7,2.99,12.99,PG
2129,2005-06-17 20:58:32.000,2005-06-23 22:22:32.000,MEDINA,2,Woodridge,HOBBIT ALIEN,5,0.99,27.99,PG-13
2130,2005-06-17 21:00:44.000,2005-06-26 00:05:44.000,YEE,2,Woodridge,FAMILY SWEET,4,0.99,24.99,R
2131,2005-06-17 21:02:25.000,2005-06-25 18:45:25.000,POWELL,1,Lethbridge,WEEKEND PERSONAL,5,2.99,26.99,R
2132,2005-06-17 21:05:06.000,2005-06-20 18:10:06.000,FOX,2,Woodridge,MILLION ACE,4,4.99,16.99,PG-13
2133,2005-06-17 21:10:05.000,2005-06-23 22:41:05.000,SOTO,2,Woodridge,DANCING FEVER,6,0.99,25.99,G
2134,2005-06-17 21:13:44.000,2005-06-26 16:28:44.000,CULPEPPER,1,Lethbridge,GORGEOUS BINGO,4,2.99,26.99,R
2135,2005-06-17 21:14:02.000,2005-06-19 00:59:02.000,NELSON,2,Woodridge,TIMBERLAND SKY,3,0.99,13.99,G
2136,2005-06-17 21:16:41.000,2005-06-24 22:42:41.000,ROBINSON,1,Lethbridge,MINORITY KISS,4,0.99,16.99,G
2137,2005-06-17 21:18:28.000,2005-06-20 21:05:28.000,WOFFORD,2,Woodridge,DRIVING POLISH,6,4.99,21.99,NC-17
2138,2005-06-17 21:28:14.000,2005-06-22 01:16:14.000,SILVA,1,Lethbridge,CAMELOT VACATION,3,0.99,26.99,NC-17
2139,2005-06-17 21:29:34.000,2005-06-26 21:05:34.000,DEAN,2,Woodridge,CONFUSED CANDLES,3,2.99,27.99,PG-13
2140,2005-06-17 21:40:29.000,2005-06-19 00:42:29.000,COOK,1,Lethbridge,LIGHTS DEER,7,0.99,21.99,R
2141,2005-06-17 21:41:34.000,2005-06-19 00:15:34.000,LONG,1,Lethbridge,ISHTAR ROCKETEER,4,4.99,24.99,R
2142,2005-06-17 21:55:43.000,2005-06-26 19:41:43.000,CARLSON,2,Woodridge,GUNFIGHT MOON,5,0.99,16.99,NC-17
2143,2005-06-17 21:58:13.000,2005-06-19 23:59:13.000,RHOADS,1,Lethbridge,ELF MURDER,4,4.99,19.99,NC-17
2144,2005-06-17 22:05:40.000,2005-06-21 02:53:40.000,CAMPBELL,2,Woodridge,RESURRECTION SILVERADO,6,0.99,12.99,PG
2145,2005-06-17 22:10:36.000,2005-06-18 21:07:36.000,MORRELL,1,Lethbridge,BANGER PINOCCHIO,5,0.99,15.99,R
2146,2005-06-17 22:26:23.000,2005-06-26 17:10:23.000,RICKETTS,1,Lethbridge,BINGO TALENTED,5,2.99,22.99,PG-13
2147,2005-06-17 22:28:13.000,2005-06-22 20:50:13.000,SHELTON,2,Woodridge,MOVIE SHAKESPEARE,6,4.99,27.99,PG
2148,2005-06-17 22:44:35.000,2005-06-26 19:43:35.000,GILMAN,2,Woodridge,BIKINI BORROWERS,7,4.99,26.99,NC-17
2149,2005-06-17 22:50:00.000,2005-06-26 18:40:00.000,PURDY,2,Woodridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13
2150,2005-06-17 22:50:36.000,2005-06-21 19:33:36.000,RUNYON,2,Woodridge,HIGH ENCINO,3,2.99,23.99,R
2151,2005-06-17 22:52:37.000,2005-06-20 22:00:37.000,WAGGONER,1,Lethbridge,BOULEVARD MOB,3,0.99,11.99,R
2152,2005-06-17 22:53:27.000,2005-06-23 19:19:27.000,JOY,2,Woodridge,MOB DUFFEL,4,0.99,25.99,G
2153,2005-06-17 22:58:04.000,2005-06-24 19:38:04.000,RICO,2,Woodridge,LOSER HUSTLER,5,4.99,28.99,PG
2154,2005-06-17 22:59:42.000,2005-06-24 04:11:42.000,KING,2,Woodridge,GLEAMING JAWBREAKER,5,2.99,25.99,NC-17
2155,2005-06-17 23:07:29.000,2005-06-25 03:23:29.000,BURTON,1,Lethbridge,SIEGE MADRE,7,0.99,23.99,R
2156,2005-06-17 23:08:12.000,2005-06-22 19:44:12.000,GILBERT,2,Woodridge,CHANCE RESURRECTION,3,2.99,22.99,R
2157,2005-06-17 23:30:52.000,2005-06-24 01:56:52.000,FIELDS,2,Woodridge,GENTLEMEN STAGE,6,2.99,22.99,NC-17
2158,2005-06-17 23:36:27.000,2005-06-19 19:25:27.000,ASHCRAFT,1,Lethbridge,BARBARELLA STREETCAR,6,2.99,27.99,G
2159,2005-06-17 23:37:29.000,2005-06-25 00:18:29.000,GANDY,2,Woodridge,PINOCCHIO SIMON,4,4.99,21.99,PG
2160,2005-06-17 23:39:11.000,2005-06-22 20:04:11.000,LOPEZ,2,Woodridge,GILMORE BOILED,5,0.99,29.99,R
2161,2005-06-17 23:39:50.000,2005-06-26 23:28:50.000,SANDERS,2,Woodridge,POSEIDON FOREVER,6,4.99,29.99,PG-13
2162,2005-06-17 23:45:47.000,2005-06-21 21:03:47.000,JIMENEZ,1,Lethbridge,GUNFIGHTER MUSSOLINI,3,2.99,9.99,PG-13
2163,2005-06-17 23:46:16.000,2005-06-22 22:48:16.000,HUNTER,2,Woodridge,METAL ARMAGEDDON,6,2.99,26.99,PG-13
2164,2005-06-17 23:46:21.000,2005-06-24 19:10:21.000,BURTON,1,Lethbridge,SABRINA MIDNIGHT,5,4.99,11.99,PG
2165,2005-06-17 23:51:10.000,2005-06-21 23:54:10.000,SAUER,2,Woodridge,LIFE TWISTED,4,2.99,9.99,NC-17
2166,2005-06-17 23:51:21.000,2005-06-27 01:06:21.000,MCCRARY,2,Woodridge,VIRTUAL SPOILERS,3,4.99,14.99,NC-17
2167,2005-06-17 23:51:28.000,2005-06-21 00:43:28.000,JOY,1,Lethbridge,SPIRITED CASUALTIES,5,0.99,20.99,PG-13
2168,2005-06-17 23:53:24.000,2005-06-20 01:11:24.000,GRIGSBY,2,Woodridge,CONFIDENTIAL INTERVIEW,6,4.99,13.99,NC-17
2169,2005-06-17 23:57:23.000,2005-06-19 20:14:23.000,ORTIZ,1,Lethbridge,CONEHEADS SMOOCHY,7,4.99,12.99,NC-17
2170,2005-06-17 23:57:34.000,2005-06-22 03:37:34.000,PEREZ,2,Woodridge,SUSPECTS QUILLS,4,2.99,22.99,PG
2171,2005-06-18 00:06:04.000,2005-06-24 18:09:04.000,ROBERTSON,2,Woodridge,GROOVE FICTION,6,0.99,13.99,NC-17
2172,2005-06-18 00:06:16.000,2005-06-26 00:50:16.000,GAVIN,2,Woodridge,OPUS ICE,5,4.99,21.99,R
2173,2005-06-18 00:08:20.000,2005-06-25 05:30:20.000,HOWARD,2,Woodridge,DESERT POSEIDON,4,4.99,27.99,R
2174,2005-06-18 00:09:01.000,2005-06-25 23:14:01.000,WESTMORELAND,1,Lethbridge,REIGN GENTLEMEN,3,2.99,29.99,PG-13
2175,2005-06-18 00:17:58.000,2005-06-22 23:18:58.000,THOMPSON,2,Woodridge,TELEGRAPH VOYAGE,3,4.99,20.99,PG
2176,2005-06-18 00:29:51.000,2005-06-21 01:41:51.000,CASTRO,1,Lethbridge,TROUBLE DATE,6,2.99,13.99,PG
2177,2005-06-18 00:34:45.000,2005-06-26 18:40:45.000,NEWSOM,2,Woodridge,BUTTERFLY CHOCOLAT,3,0.99,17.99,G
2178,2005-06-18 00:38:35.000,2005-06-21 02:56:35.000,VARGAS,2,Woodridge,OUTFIELD MASSACRE,4,0.99,18.99,NC-17
2179,2005-06-18 00:41:36.000,2005-06-19 02:17:36.000,GILMAN,1,Lethbridge,VIRGINIAN PLUTO,5,0.99,22.99,R
2180,2005-06-18 00:47:43.000,2005-06-25 04:12:43.000,SLEDGE,2,Woodridge,SECRETS PARADISE,3,4.99,24.99,G
2181,2005-06-18 00:48:31.000,2005-06-25 06:43:31.000,CARROLL,1,Lethbridge,SATISFACTION CONFIDENTIAL,3,4.99,26.99,G
2182,2005-06-18 00:56:18.000,2005-06-26 20:01:18.000,GRESHAM,1,Lethbridge,SATURN NAME,7,4.99,18.99,R
2183,2005-06-18 01:06:01.000,2005-06-22 01:20:01.000,NEWSOM,2,Woodridge,GROUNDHOG UNCUT,6,4.99,26.99,PG-13
2184,2005-06-18 01:10:36.000,2005-06-21 05:59:36.000,BUFORD,2,Woodridge,SAMURAI LION,5,2.99,21.99,G
2185,2005-06-18 01:12:22.000,2005-06-20 20:41:22.000,KELLEY,2,Woodridge,VIETNAM SMOOCHY,7,0.99,27.99,PG-13
2186,2005-06-18 01:15:27.000,2005-06-21 06:16:27.000,SCHMIDT,2,Woodridge,HYDE DOCTOR,5,2.99,11.99,G
2187,2005-06-18 01:17:27.000,2005-06-20 22:18:27.000,PAINE,1,Lethbridge,FARGO GANDHI,3,2.99,28.99,G
2188,2005-06-18 01:19:04.000,2005-06-25 03:59:04.000,ANDREWS,2,Woodridge,CLEOPATRA DEVIL,6,0.99,26.99,PG-13
